County,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,State
"Webb County, TX",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,TX
"Wichita County, TX",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,TX
"Williamson County, TX",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,TX
"Bedford County, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,VA
"Chesterfield County, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,VA
"Culpeper County, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,VA
"Fairfax County, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,VA
"Fairfax County, VA",2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,VA
"Frederick County, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,VA
"Hanover County, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,VA
"Henrico County, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,VA
"Henry County, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,VA
"Loudoun County, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,VA
"Pittsylvania County, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,VA
"Prince William County, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,VA
"Spotsylvania County, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,VA
"Stafford County, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,VA
"Wise County, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,VA
"Chesapeake city, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,VA
"Hampton city, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,VA
"Newport News city, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,VA
"Norfolk city, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,VA
"Portsmouth city, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,VA
"Richmond city, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,VA
"Roanoke city, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,VA
"Virginia Beach city, VA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,VA
"Benton County, WA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,WA
"Clallam County, WA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,WA
"Clark County, WA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,WA
"Clark County, WA",2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,WA
"Cowlitz County, WA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,WA
"Grays Harbor County, WA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WA
"King County, WA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,242.0,WA
"King County, WA",2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,34.0,WA
"Kitsap County, WA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,WA
"Mason County, WA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,WA
"Pierce County, WA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,97.0,WA
"Pierce County, WA",2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0,WA
"Skagit County, WA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,WA
"Snohomish County, WA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,112.0,WA
"Snohomish County, WA",2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,WA
"Spokane County, WA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,WA
"Spokane County, WA",2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,WA
"Thurston County, WA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,WA
"Whatcom County, WA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,WA
"Yakima County, WA",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,WA
"Brown County, WI",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,WI
"Columbia County, WI",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,WI
"Dane County, WI",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,78.0,WI
"Dane County, WI",2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,WI
"Dodge County, WI",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WI
"Kenosha County, WI",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,WI
"La Crosse County, WI",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,WI
"Milwaukee County, WI",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,214.0,WI
"Milwaukee County, WI",2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,WI
"Ozaukee County, WI",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,WI
"Racine County, WI",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,WI
"Rock County, WI",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,WI
"Sauk County, WI",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,WI
"Walworth County, WI",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,WI
"Washington County, WI",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,WI
"Waukesha County, WI",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,WI
"Winnebago County, WI",2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,WI
"Cochise County, AZ",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,AZ
"Gila County, AZ",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,AZ
"Maricopa County, AZ",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,538.0,AZ
"Maricopa County, AZ",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,92.0,AZ
"Maricopa County, AZ",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,65.0,AZ
"Mohave County, AZ",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0,AZ
"Mohave County, AZ",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,AZ
"Navajo County, AZ",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,AZ
"Pima County, AZ",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,178.0,AZ
"Pima County, AZ",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,29.0,AZ
"Pima County, AZ",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0,AZ
"Pinal County, AZ",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,AZ
"Yavapai County, AZ",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,AZ
"Yavapai County, AZ",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0,AZ
"Yuma County, AZ",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,AZ
"Alachua County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,FL
"Bay County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,FL
"Brevard County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,96.0,FL
"Brevard County, FL",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,FL
"Broward County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,180.0,FL
"Broward County, FL",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,40.0,FL
"Charlotte County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,FL
"Citrus County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,FL
"Clay County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,FL
"Collier County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,FL
"Columbia County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,FL
"Duval County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,134.0,FL
"Duval County, FL",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,FL
"Escambia County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,FL
"Hernando County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,FL
"Highlands County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,FL
"Hillsborough County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,137.0,FL
"Hillsborough County, FL",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,26.0,FL
"Indian River County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,FL
"Lake County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,FL
"Lake County, FL",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,FL
"Lee County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,66.0,FL
"Lee County, FL",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,FL
"Leon County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,FL
"Manatee County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,80.0,FL
"Manatee County, FL",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,FL
"Marion County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0,FL
"Marion County, FL",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,FL
"Martin County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,FL
"Miami-Dade County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,104.0,FL
"Miami-Dade County, FL",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,35.0,FL
"Monroe County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,FL
"Okaloosa County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,FL
"Orange County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,149.0,FL
"Orange County, FL",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,28.0,FL
"Osceola County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,FL
"Palm Beach County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,184.0,FL
"Palm Beach County, FL",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,52.0,FL
"Pasco County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,95.0,FL
"Pasco County, FL",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,FL
"Pinellas County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,161.0,FL
"Pinellas County, FL",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,29.0,FL
"Polk County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,72.0,FL
"Polk County, FL",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,FL
"St. Johns County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,FL
"St. Lucie County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,FL
"Santa Rosa County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,FL
"Sarasota County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,FL
"Sarasota County, FL",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,FL
"Seminole County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,FL
"Volusia County, FL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,55.0,FL
"Volusia County, FL",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,FL
"Barrow County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,GA
"Bartow County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,GA
"Bibb County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,GA
"Carroll County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,GA
"Catoosa County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,GA
"Chatham County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,GA
"Cherokee County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,GA
"Clayton County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,GA
"Cobb County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,105.0,GA
"Cobb County, GA",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,GA
"Columbia County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,GA
"Coweta County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,GA
"DeKalb County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0,GA
"Douglas County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,GA
"Fayette County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,GA
"Forsyth County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,GA
"Fulton County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,122.0,GA
"Fulton County, GA",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,GA
"Gwinnett County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,GA
"Gwinnett County, GA",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,GA
"Hall County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,GA
"Henry County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,GA
"Madison County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,GA
"Murray County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"Muscogee County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,GA
"Paulding County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,GA
"Richmond County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,GA
"Rockdale County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"Troup County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"Walker County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,GA
"Walton County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,GA
"Ware County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,GA
"Whitfield County, GA",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,GA
"Champaign County, IL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,IL
"Cook County, IL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,543.0,IL
"Cook County, IL",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,63.0,IL
"Cook County, IL",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0,IL
"DuPage County, IL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,81.0,IL
"Kane County, IL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,IL
"Kankakee County, IL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,IL
"Lake County, IL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,65.0,IL
"LaSalle County, IL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,IL
"McHenry County, IL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,IL
"McLean County, IL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,IL
"Madison County, IL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,79.0,IL
"Peoria County, IL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,IL
"Rock Island County, IL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,IL
"St. Clair County, IL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,IL
"Sangamon County, IL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,IL
"Tazewell County, IL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,IL
"Vermilion County, IL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,IL
"Will County, IL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,IL
"Will County, IL",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,IL
"Williamson County, IL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,IL
"Winnebago County, IL",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,75.0,IL
"Anne Arundel County, MD",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,MD
"Anne Arundel County, MD",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,82.0,MD
"Baltimore County, MD",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,MD
"Baltimore County, MD",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,MD
"Baltimore County, MD",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,139.0,MD
"Calvert County, MD",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,MD
"Carroll County, MD",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,24.0,MD
"Cecil County, MD",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,MD
"Cecil County, MD",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0,MD
"Charles County, MD",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18.0,MD
"Frederick County, MD",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,32.0,MD
"Harford County, MD",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,MD
"Harford County, MD",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,28.0,MD
"Howard County, MD",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,MD
"Montgomery County, MD",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,MD
"Montgomery County, MD",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,MD
"Montgomery County, MD",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,40.0,MD
"Prince George's County, MD",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,MD
"Prince George's County, MD",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,35.0,MD
"Washington County, MD",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,33.0,MD
"Wicomico County, MD",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,MD
"Baltimore city, MD",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,MD
"Baltimore city, MD",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,211.0,MD
"Albany County, NY",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,25.0,NY
"Bronx County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,133.0,NY
"Broome County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,NY
"Chautauqua County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,NY
"Dutchess County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,NY
"Erie County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,128.0,NY
"Erie County, NY",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,NY
"Jefferson County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,NY
"Kings County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,195.0,NY
"Kings County, NY",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,NY
"Madison County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,NY
"Monroe County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,97.0,NY
"Nassau County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,156.0,NY
"Nassau County, NY",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,NY
"New York County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,141.0,NY
"New York County, NY",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,24.0,NY
"Niagara County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,NY
"Oneida County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,NY
"Onondaga County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,70.0,NY
"Ontario County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,NY
"Orange County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,65.0,NY
"Oswego County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,NY
"Putnam County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,NY
"Queens County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,131.0,NY
"Queens County, NY",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,NY
"Richmond County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,NY
"Rockland County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,NY
"Saratoga County, NY",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0,NY
"Steuben County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,NY
"Suffolk County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,236.0,NY
"Suffolk County, NY",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0,NY
"Sullivan County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,NY
"Tioga County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,NY
"Tompkins County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,NY
"Ulster County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NY
"Ulster County, NY",2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,NY
"Westchester County, NY",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,80.0,NY
"Westchester County, NY",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,NY
"Adams County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,OH
"Allen County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,OH
"Ashtabula County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,OH
"Belmont County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,OH
"Brown County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,OH
"Butler County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,151.0,OH
"Champaign County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,OH
"Clark County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,OH
"Clermont County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,80.0,OH
"Clinton County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,OH
"Columbiana County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,OH
"Cuyahoga County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,255.0,OH
"Cuyahoga County, OH",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0,OH
"Darke County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,OH
"Delaware County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,OH
"Erie County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,OH
"Fairfield County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,OH
"Fayette County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,OH
"Franklin County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,196.0,OH
"Franklin County, OH",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0,OH
"Geauga County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,OH
"Greene County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,OH
"Hamilton County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,248.0,OH
"Hancock County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,OH
"Highland County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,OH
"Huron County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,OH
"Jefferson County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,OH
"Lake County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0,OH
"Licking County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,OH
"Lorain County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,71.0,OH
"Lucas County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,116.0,OH
"Mahoning County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,OH
"Marion County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,OH
"Medina County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,OH
"Miami County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,OH
"Montgomery County, OH",2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,251.0,OH
"Montgomery County, OH",2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,OH
